,Condition,Drug,DrugClass,Filename,Plate,Well
208,Methotrexate0.003,Methotrexate,Inactive,Week2_24121/Inactive/Methotrexate/FL_Week2_24121_G10_0.png,Week2_24121,G10
209,Rapamycin1.0,Rapamycin,Inactive,Week2_24121/Inactive/Rapamycin/FL_Week2_24121_E05_0.png,Week2_24121,E05
210,CytD10.0,CytD,Actin,Week2_24121/Actin/CytD/FL_Week2_24121_B03_0.png,Week2_24121,B03
211,Rapamycin0.01,Rapamycin,Inactive,Week2_24121/Inactive/Rapamycin/FL_Week2_24121_E09_0.png,Week2_24121,E09
212,Taxol0.3,Taxol,MT,Week2_24121/MT/Taxol/FL_Week2_24121_C11_0.png,Week2_24121,C11
213,Dmso0.0,Dmso,Inactive,Week2_24121/Inactive/Dmso/FL_Week2_24121_D02_0.png,Week2_24121,D02
214,Dmso0.0,Dmso,Inactive,Week2_24121/Inactive/Dmso/FL_Week2_24121_C02_0.png,Week2_24121,C02
215,Dmso0.0,Dmso,Inactive,Week5_28921/Inactive/Dmso/FL_Week5_28921_E11_0.png,Week5_28921,E11
216,Raloxifene0.015,Raloxifene,Inactive,Week5_28921/Inactive/Raloxifene/FL_Week5_28921_G08_0.png,Week5_28921,G08
217,Azk0.1,Azk,Inactive,Week5_28921/Inactive/Azk/FL_Week5_28921_F07_0.png,Week5_28921,F07
218,Raloxifene0.5,Raloxifene,Inactive,Week5_28921/Inactive/Raloxifene/FL_Week5_28921_G05_0.png,Week5_28921,G05
219,Azk0.03,Azk,Inactive,Week5_28921/Inactive/Azk/FL_Week5_28921_F08_0.png,Week5_28921,F08
220,Az7010.1,Az701,Inactive,Week5_28921/Inactive/Az701/FL_Week5_28921_E08_0.png,Week5_28921,E08
221,Azk1.0,Azk,Inactive,Week5_28921/Inactive/Azk/FL_Week5_28921_F05_0.png,Week5_28921,F05
222,Taxol0.3,Taxol,MT,Week5_28921/MT/Taxol/FL_Week5_28921_D11_0.png,Week5_28921,D11
223,Azj0.3,Azj,Inactive,Week5_28921/Inactive/Azj/FL_Week5_28921_B06_0.png,Week5_28921,B06
224,Sb2021902.0,Sb202190,Inactive,Week5_28921/Inactive/Sb202190/FL_Week5_28921_D05_0.png,Week5_28921,D05
225,Raloxifene5.0,Raloxifene,Inactive,Week5_28921/Inactive/Raloxifene/FL_Week5_28921_G03_0.png,Week5_28921,G03
226,Az7010.3,Az701,Inactive,Week5_28921/Inactive/Az701/FL_Week5_28921_E07_0.png,Week5_28921,E07
227,Ly2940020.02,Ly294002,Inactive,Week5_28921/Inactive/Ly294002/FL_Week5_28921_C07_0.png,Week5_28921,C07
228,Ly2940020.2,Ly294002,Inactive,Week5_28921/Inactive/Ly294002/FL_Week5_28921_C05_0.png,Week5_28921,C05
229,Sb2021900.2,Sb202190,Inactive,Week5_28921/Inactive/Sb202190/FL_Week5_28921_D07_0.png,Week5_28921,D07
230,Azj0.03,Azj,Inactive,Week5_28921/Inactive/Azj/FL_Week5_28921_B08_0.png,Week5_28921,B08
231,Az70110.0,Az701,Inactive,Week5_28921/Inactive/Az701/FL_Week5_28921_E04_0.png,Week5_28921,E04
232,Raloxifene0.15,Raloxifene,Inactive,Week5_28921/Inactive/Raloxifene/FL_Week5_28921_G06_0.png,Week5_28921,G06
233,Az7010.01,Az701,Inactive,Week5_28921/Inactive/Az701/FL_Week5_28921_E10_0.png,Week5_28921,E10
234,Azj0.1,Azj,Inactive,Week5_28921/Inactive/Azj/FL_Week5_28921_B07_0.png,Week5_28921,B07
235,Ly2940022.0,Ly294002,Inactive,Week5_28921/Inactive/Ly294002/FL_Week5_28921_C03_0.png,Week5_28921,C03
236,Sb20219020.0,Sb202190,Inactive,Week5_28921/Inactive/Sb202190/FL_Week5_28921_D03_0.png,Week5_28921,D03
237,Azk10.0,Azk,Inactive,Week5_28921/Inactive/Azk/FL_Week5_28921_F03_0.png,Week5_28921,F03
238,Sb2021900.02,Sb202190,Inactive,Week5_28921/Inactive/Sb202190/FL_Week5_28921_D09_0.png,Week5_28921,D09
239,Azk3.0,Azk,Inactive,Week5_28921/Inactive/Azk/FL_Week5_28921_F04_0.png,Week5_28921,F04
240,Sb2021906.0,Sb202190,Inactive,Week5_28921/Inactive/Sb202190/FL_Week5_28921_D04_0.png,Week5_28921,D04
241,Azj3.0,Azj,Epithelial,Week5_28921/Epithelial/Azj/FL_Week5_28921_B04_0.png,Week5_28921,B04
242,Sb2021900.006,Sb202190,Inactive,Week5_28921/Inactive/Sb202190/FL_Week5_28921_D10_0.png,Week5_28921,D10
243,Azk0.01,Azk,Inactive,Week5_28921/Inactive/Azk/FL_Week5_28921_F09_0.png,Week5_28921,F09
244,Dmso0.0,Dmso,Inactive,Week5_28921/Inactive/Dmso/FL_Week5_28921_F11_0.png,Week5_28921,F11
245,Azj0.01,Azj,Inactive,Week5_28921/Inactive/Azj/FL_Week5_28921_B09_0.png,Week5_28921,B09
246,Sb2021900.06,Sb202190,Inactive,Week5_28921/Inactive/Sb202190/FL_Week5_28921_D08_0.png,Week5_28921,D08
247,Az70130.0,Az701,Inactive,Week5_28921/Inactive/Az701/FL_Week5_28921_E03_0.png,Week5_28921,E03
248,Azj1.0,Azj,Inactive,Week5_28921/Inactive/Azj/FL_Week5_28921_B05_0.png,Week5_28921,B05
249,Ly2940020.006,Ly294002,Inactive,Week5_28921/Inactive/Ly294002/FL_Week5_28921_C08_0.png,Week5_28921,C08
250,Ly2940020.6,Ly294002,Inactive,Week5_28921/Inactive/Ly294002/FL_Week5_28921_C04_0.png,Week5_28921,C04
251,Raloxifene0.005,Raloxifene,Inactive,Week5_28921/Inactive/Raloxifene/FL_Week5_28921_G09_0.png,Week5_28921,G09
252,Ly2940020.0006,Ly294002,Inactive,Week5_28921/Inactive/Ly294002/FL_Week5_28921_C10_0.png,Week5_28921,C10
253,Raloxifene0.05,Raloxifene,Inactive,Week5_28921/Inactive/Raloxifene/FL_Week5_28921_G07_0.png,Week5_28921,G07
254,Dmso0.0,Dmso,Inactive,Week5_28921/Inactive/Dmso/FL_Week5_28921_B02_0.png,Week5_28921,B02
255,Az7011.0,Az701,Inactive,Week5_28921/Inactive/Az701/FL_Week5_28921_E06_0.png,Week5_28921,E06
256,Azk0.3,Azk,Inactive,Week5_28921/Inactive/Azk/FL_Week5_28921_F06_0.png,Week5_28921,F06
257,Azk0.003,Azk,Inactive,Week5_28921/Inactive/Azk/FL_Week5_28921_F10_0.png,Week5_28921,F10
258,Raloxifene1.5,Raloxifene,Inactive,Week5_28921/Inactive/Raloxifene/FL_Week5_28921_G04_0.png,Week5_28921,G04
259,Sb2021900.6,Sb202190,Inactive,Week5_28921/Inactive/Sb202190/FL_Week5_28921_D06_0.png,Week5_28921,D06
260,Azj0.003,Azj,Inactive,Week5_28921/Inactive/Azj/FL_Week5_28921_B10_0.png,Week5_28921,B10
261,Taxol0.3,Taxol,MT,Week5_28921/MT/Taxol/FL_Week5_28921_F02_0.png,Week5_28921,F02
262,Ly2940020.002,Ly294002,Inactive,Week5_28921/Inactive/Ly294002/FL_Week5_28921_C09_0.png,Week5_28921,C09
263,Ly2940020.06,Ly294002,Inactive,Week5_28921/Inactive/Ly294002/FL_Week5_28921_C06_0.png,Week5_28921,C06
264,Taxol0.3,Taxol,MT,Week5_28921/MT/Taxol/FL_Week5_28921_G02_0.png,Week5_28921,G02
265,Taxol0.3,Taxol,MT,Week5_28921/MT/Taxol/FL_Week5_28921_E02_0.png,Week5_28921,E02
266,Raloxifene0.0015,Raloxifene,Inactive,Week5_28921/Inactive/Raloxifene/FL_Week5_28921_G10_0.png,Week5_28921,G10
267,Az7013.0,Az701,Inactive,Week5_28921/Inactive/Az701/FL_Week5_28921_E05_0.png,Week5_28921,E05
268,Azj10.0,Azj,Epithelial,Week5_28921/Epithelial/Azj/FL_Week5_28921_B03_0.png,Week5_28921,B03
269,Az7010.03,Az701,Inactive,Week5_28921/Inactive/Az701/FL_Week5_28921_E09_0.png,Week5_28921,E09
270,Taxol0.3,Taxol,MT,Week5_28921/MT/Taxol/FL_Week5_28921_C11_0.png,Week5_28921,C11
271,Dmso0.0,Dmso,Inactive,Week5_28921/Inactive/Dmso/FL_Week5_28921_D02_0.png,Week5_28921,D02
272,Dmso0.0,Dmso,Inactive,Week5_28921/Inactive/Dmso/FL_Week5_28921_C02_0.png,Week5_28921,C02
273,Dmso0.0,Dmso,Inactive,Week1_22141/Inactive/Dmso/FL_Week1_22141_E11_0.png,Week1_22141,E11
274,Aza0.1,Aza,Aurora,Week1_22141/Aurorakinaseinhibitor/Aza/FL_Week1_22141_G08_0.png,Week1_22141,G08
275,Azh0.3,Azh,Inactive,Week1_22141/Inactive/Azh/FL_Week1_22141_F07_0.png,Week1_22141,F07
276,Aza3.0,Aza,Aurora,Week1_22141/Aurorakinaseinhibitor/Aza/FL_Week1_22141_G05_0.png,Week1_22141,G05
277,Azh0.1,Azh,Inactive,Week1_22141/Inactive/Azh/FL_Week1_22141_F08_0.png,Week1_22141,F08
278,Nocodazole0.01,Nocodazole,Inactive,Week1_22141/Inactive/Nocodazole/FL_Week1_22141_E08_0.png,Week1_22141,E08
279,Azh3.0,Azh,Inactive,Week1_22141/Inactive/Azh/FL_Week1_22141_F05_0.png,Week1_22141,F05
280,Taxol0.3,Taxol,MT,Week1_22141/MT/Taxol/FL_Week1_22141_D11_0.png,Week1_22141,D11
281,Cytochalasinb1.0,Cytochalasinb,Inactive,Week1_22141/Inactive/Cytochalasinb/FL_Week1_22141_B06_0.png,Week1_22141,B06
282,Taxol0.3,Taxol,MT,Week1_22141/MT/Taxol/FL_Week1_22141_D05_0.png,Week1_22141,D05
283,Aza30.0,Aza,Aurora,Week1_22141/Aurorakinaseinhibitor/Aza/FL_Week1_22141_G03_0.png,Week1_22141,G03
284,Nocodazole0.03,Nocodazole,MT,Week1_22141/MT/Nocodazole/FL_Week1_22141_E07_0.png,Week1_22141,E07
285,Aphidicolin0.1,Aphidicolin,Inactive,Week1_22141/Inactive/Aphidicolin/FL_Week1_22141_C07_0.png,Week1_22141,C07
286,Aphidicolin1.0,Aphidicolin,DNA,Week1_22141/DNA/Aphidicolin/FL_Week1_22141_C05_0.png,Week1_22141,C05
287,Taxol0.03,Taxol,MT,Week1_22141/MT/Taxol/FL_Week1_22141_D07_0.png,Week1_22141,D07
288,Cytochalasinb0.1,Cytochalasinb,Inactive,Week1_22141/Inactive/Cytochalasinb/FL_Week1_22141_B08_0.png,Week1_22141,B08
289,Nocodazole1.0,Nocodazole,MT,Week1_22141/MT/Nocodazole/FL_Week1_22141_E04_0.png,Week1_22141,E04
290,Aza1.0,Aza,Aurora,Week1_22141/Aurorakinaseinhibitor/Aza/FL_Week1_22141_G06_0.png,Week1_22141,G06
291,Nocodazole0.001,Nocodazole,Inactive,Week1_22141/Inactive/Nocodazole/FL_Week1_22141_E10_0.png,Week1_22141,E10
292,Cytochalasinb0.3,Cytochalasinb,Inactive,Week1_22141/Inactive/Cytochalasinb/FL_Week1_22141_B07_0.png,Week1_22141,B07
293,Aphidicolin10.0,Aphidicolin,DNA,Week1_22141/DNA/Aphidicolin/FL_Week1_22141_C03_0.png,Week1_22141,C03
294,Taxol3.0,Taxol,MT,Week1_22141/MT/Taxol/FL_Week1_22141_D03_0.png,Week1_22141,D03
295,Azh30.0,Azh,Inactive,Week1_22141/Inactive/Azh/FL_Week1_22141_F03_0.png,Week1_22141,F03
296,Taxol0.003,Taxol,MT,Week1_22141/MT/Taxol/FL_Week1_22141_D09_0.png,Week1_22141,D09
297,Azh10.0,Azh,Inactive,Week1_22141/Inactive/Azh/FL_Week1_22141_F04_0.png,Week1_22141,F04
298,Taxol1.0,Taxol,MT,Week1_22141/MT/Taxol/FL_Week1_22141_D04_0.png,Week1_22141,D04
299,Cytochalasinb10.0,Cytochalasinb,Actin,Week1_22141/Actin/Cytochalasinb/FL_Week1_22141_B04_0.png,Week1_22141,B04
300,Taxol0.001,Taxol,Inactive,Week1_22141/Inactive/Taxol/FL_Week1_22141_D10_0.png,Week1_22141,D10
301,Azh0.03,Azh,Inactive,Week1_22141/Inactive/Azh/FL_Week1_22141_F09_0.png,Week1_22141,F09
302,Dmso0.0,Dmso,Inactive,Week1_22141/Inactive/Dmso/FL_Week1_22141_F11_0.png,Week1_22141,F11
303,Cytochalasinb0.03,Cytochalasinb,Inactive,Week1_22141/Inactive/Cytochalasinb/FL_Week1_22141_B09_0.png,Week1_22141,B09
304,Dmso0.0,Dmso,Inactive,Week1_22141/Inactive/Dmso/FL_Week1_22141_G11_0.png,Week1_22141,G11
305,Taxol0.01,Taxol,MT,Week1_22141/MT/Taxol/FL_Week1_22141_D08_0.png,Week1_22141,D08
306,Nocodazole3.0,Nocodazole,MT,Week1_22141/MT/Nocodazole/FL_Week1_22141_E03_0.png,Week1_22141,E03
307,Cytochalasinb3.0,Cytochalasinb,Actin,Week1_22141/Actin/Cytochalasinb/FL_Week1_22141_B05_0.png,Week1_22141,B05
308,Aphidicolin0.03,Aphidicolin,Inactive,Week1_22141/Inactive/Aphidicolin/FL_Week1_22141_C08_0.png,Week1_22141,C08
309,Aphidicolin3.0,Aphidicolin,DNA,Week1_22141/DNA/Aphidicolin/FL_Week1_22141_C04_0.png,Week1_22141,C04
310,Aza0.03,Aza,Aurora,Week1_22141/Aurorakinaseinhibitor/Aza/FL_Week1_22141_G09_0.png,Week1_22141,G09
311,Taxol0.3,Taxol,MT,Week1_22141/MT/Taxol/FL_Week1_22141_B11_0.png,Week1_22141,B11
312,Aphidicolin0.003,Aphidicolin,Inactive,Week1_22141/Inactive/Aphidicolin/FL_Week1_22141_C10_0.png,Week1_22141,C10
313,Aza0.3,Aza,Aurora,Week1_22141/Aurorakinaseinhibitor/Aza/FL_Week1_22141_G07_0.png,Week1_22141,G07
314,Dmso0.0,Dmso,Inactive,Week1_22141/Inactive/Dmso/FL_Week1_22141_B02_0.png,Week1_22141,B02
315,Nocodazole0.1,Nocodazole,MT,Week1_22141/MT/Nocodazole/FL_Week1_22141_E06_0.png,Week1_22141,E06
316,Azh1.0,Azh,Inactive,Week1_22141/Inactive/Azh/FL_Week1_22141_F06_0.png,Week1_22141,F06
317,Azh0.01,Azh,Inactive,Week1_22141/Inactive/Azh/FL_Week1_22141_F10_0.png,Week1_22141,F10
318,Aza10.0,Aza,Aurora,Week1_22141/Aurorakinaseinhibitor/Aza/FL_Week1_22141_G04_0.png,Week1_22141,G04
319,Taxol0.1,Taxol,MT,Week1_22141/MT/Taxol/FL_Week1_22141_D06_0.png,Week1_22141,D06
320,Cytochalasinb0.01,Cytochalasinb,Inactive,Week1_22141/Inactive/Cytochalasinb/FL_Week1_22141_B10_0.png,Week1_22141,B10
321,Taxol0.3,Taxol,MT,Week1_22141/MT/Taxol/FL_Week1_22141_F02_0.png,Week1_22141,F02
322,Aphidicolin0.01,Aphidicolin,Inactive,Week1_22141/Inactive/Aphidicolin/FL_Week1_22141_C09_0.png,Week1_22141,C09
323,Aphidicolin0.3,Aphidicolin,Inactive,Week1_22141/Inactive/Aphidicolin/FL_Week1_22141_C06_0.png,Week1_22141,C06
324,Taxol0.3,Taxol,MT,Week1_22141/MT/Taxol/FL_Week1_22141_G02_0.png,Week1_22141,G02
325,Taxol0.3,Taxol,MT,Week1_22141/MT/Taxol/FL_Week1_22141_E02_0.png,Week1_22141,E02
326,Aza0.01,Aza,Aurora,Week1_22141/Aurorakinaseinhibitor/Aza/FL_Week1_22141_G10_0.png,Week1_22141,G10
327,Nocodazole0.3,Nocodazole,MT,Week1_22141/MT/Nocodazole/FL_Week1_22141_E05_0.png,Week1_22141,E05
328,Cytochalasinb30.0,Cytochalasinb,Actin,Week1_22141/Actin/Cytochalasinb/FL_Week1_22141_B03_0.png,Week1_22141,B03
329,Nocodazole0.003,Nocodazole,Inactive,Week1_22141/Inactive/Nocodazole/FL_Week1_22141_E09_0.png,Week1_22141,E09
330,Taxol0.3,Taxol,MT,Week1_22141/MT/Taxol/FL_Week1_22141_C11_0.png,Week1_22141,C11
331,Dmso0.0,Dmso,Inactive,Week1_22141/Inactive/Dmso/FL_Week1_22141_D02_0.png,Week1_22141,D02
332,Dmso0.0,Dmso,Inactive,Week1_22141/Inactive/Dmso/FL_Week1_22141_C02_0.png,Week1_22141,C02
333,Dmso0.0,Dmso,Inactive,Week4_27521/Inactive/Dmso/FL_Week4_27521_E11_0.png,Week4_27521,E11
334,5fluorouracil0.03,5fluorouracil,Inactive,Week4_27521/Inactive/5fluorouracil/FL_Week4_27521_G08_0.png,Week4_27521,G08
335,Indirubinmonoxime0.1,Indirubinmonoxime,Inactive,Week4_27521/Inactive/Indirubinmonoxime/FL_Week4_27521_F07_0.png,Week4_27521,F07
336,5fluorouracil1.0,5fluorouracil,Inactive,Week4_27521/Inactive/5fluorouracil/FL_Week4_27521_G05_0.png,Week4_27521,G05
337,Indirubinmonoxime0.03,Indirubinmonoxime,Inactive,Week4_27521/Inactive/Indirubinmonoxime/FL_Week4_27521_F08_0.png,Week4_27521,F08
338,Tunicamycin0.15,Tunicamycin,Inactive,Week4_27521/Inactive/Tunicamycin/FL_Week4_27521_E08_0.png,Week4_27521,E08
339,Indirubinmonoxime1.0,Indirubinmonoxime,Inactive,Week4_27521/Inactive/Indirubinmonoxime/FL_Week4_27521_F05_0.png,Week4_27521,F05
340,Taxol0.3,Taxol,MT,Week4_27521/MT/Taxol/FL_Week4_27521_D11_0.png,Week4_27521,D11
341,Anisomycin0.3,Anisomycin,Inactive,Week4_27521/Inactive/Anisomycin/FL_Week4_27521_B06_0.png,Week4_27521,B06
342,Olomoucine1.0,Olomoucine,Inactive,Week4_27521/Inactive/Olomoucine/FL_Week4_27521_D05_0.png,Week4_27521,D05
343,5fluorouracil10.0,5fluorouracil,Inactive,Week4_27521/Inactive/5fluorouracil/FL_Week4_27521_G03_0.png,Week4_27521,G03
344,Tunicamycin0.5,Tunicamycin,Inactive,Week4_27521/Inactive/Tunicamycin/FL_Week4_27521_E07_0.png,Week4_27521,E07
345,Ag14780.1,Ag1478,Inactive,Week4_27521/Inactive/Ag1478/FL_Week4_27521_C07_0.png,Week4_27521,C07
346,Ag14781.0,Ag1478,Inactive,Week4_27521/Inactive/Ag1478/FL_Week4_27521_C05_0.png,Week4_27521,C05
347,Olomoucine0.1,Olomoucine,Inactive,Week4_27521/Inactive/Olomoucine/FL_Week4_27521_D07_0.png,Week4_27521,D07
348,Anisomycin0.03,Anisomycin,Inactive,Week4_27521/Inactive/Anisomycin/FL_Week4_27521_B08_0.png,Week4_27521,B08
349,Tunicamycin15.0,Tunicamycin,ER,Week4_27521/ER/Tunicamycin/FL_Week4_27521_E04_0.png,Week4_27521,E04
350,5fluorouracil0.3,5fluorouracil,Inactive,Week4_27521/Inactive/5fluorouracil/FL_Week4_27521_G06_0.png,Week4_27521,G06
351,Tunicamycin0.015,Tunicamycin,Inactive,Week4_27521/Inactive/Tunicamycin/FL_Week4_27521_E10_0.png,Week4_27521,E10
352,Anisomycin0.1,Anisomycin,Inactive,Week4_27521/Inactive/Anisomycin/FL_Week4_27521_B07_0.png,Week4_27521,B07
353,Ag147810.0,Ag1478,Inactive,Week4_27521/Inactive/Ag1478/FL_Week4_27521_C03_0.png,Week4_27521,C03
354,Olomoucine10.0,Olomoucine,Inactive,Week4_27521/Inactive/Olomoucine/FL_Week4_27521_D03_0.png,Week4_27521,D03
355,Indirubinmonoxime10.0,Indirubinmonoxime,Inactive,Week4_27521/Inactive/Indirubinmonoxime/FL_Week4_27521_F03_0.png,Week4_27521,F03
356,Olomoucine0.01,Olomoucine,Inactive,Week4_27521/Inactive/Olomoucine/FL_Week4_27521_D09_0.png,Week4_27521,D09
357,Indirubinmonoxime3.0,Indirubinmonoxime,Inactive,Week4_27521/Inactive/Indirubinmonoxime/FL_Week4_27521_F04_0.png,Week4_27521,F04
358,Olomoucine3.0,Olomoucine,Inactive,Week4_27521/Inactive/Olomoucine/FL_Week4_27521_D04_0.png,Week4_27521,D04
359,Anisomycin3.0,Anisomycin,Proteinsynthesis,Week4_27521/Proteinsynthesis/Anisomycin/FL_Week4_27521_B04_0.png,Week4_27521,B04
360,Olomoucine0.003,Olomoucine,Inactive,Week4_27521/Inactive/Olomoucine/FL_Week4_27521_D10_0.png,Week4_27521,D10
361,Indirubinmonoxime0.01,Indirubinmonoxime,Inactive,Week4_27521/Inactive/Indirubinmonoxime/FL_Week4_27521_F09_0.png,Week4_27521,F09
362,Dmso0.0,Dmso,Inactive,Week4_27521/Inactive/Dmso/FL_Week4_27521_F11_0.png,Week4_27521,F11
363,Anisomycin0.01,Anisomycin,Inactive,Week4_27521/Inactive/Anisomycin/FL_Week4_27521_B09_0.png,Week4_27521,B09
364,Dmso0.0,Dmso,Inactive,Week4_27521/Inactive/Dmso/FL_Week4_27521_G11_0.png,Week4_27521,G11
365,Olomoucine0.03,Olomoucine,Inactive,Week4_27521/Inactive/Olomoucine/FL_Week4_27521_D08_0.png,Week4_27521,D08
366,Tunicamycin50.0,Tunicamycin,ER,Week4_27521/ER/Tunicamycin/FL_Week4_27521_E03_0.png,Week4_27521,E03
367,Anisomycin1.0,Anisomycin,Proteinsynthesis,Week4_27521/Proteinsynthesis/Anisomycin/FL_Week4_27521_B05_0.png,Week4_27521,B05
368,Ag14780.03,Ag1478,Inactive,Week4_27521/Inactive/Ag1478/FL_Week4_27521_C08_0.png,Week4_27521,C08
369,Ag14783.0,Ag1478,Inactive,Week4_27521/Inactive/Ag1478/FL_Week4_27521_C04_0.png,Week4_27521,C04
370,5fluorouracil0.01,5fluorouracil,Inactive,Week4_27521/Inactive/5fluorouracil/FL_Week4_27521_G09_0.png,Week4_27521,G09
371,Taxol0.3,Taxol,MT,Week4_27521/MT/Taxol/FL_Week4_27521_B11_0.png,Week4_27521,B11
372,Ag14780.003,Ag1478,Inactive,Week4_27521/Inactive/Ag1478/FL_Week4_27521_C10_0.png,Week4_27521,C10
373,5fluorouracil0.1,5fluorouracil,Inactive,Week4_27521/Inactive/5fluorouracil/FL_Week4_27521_G07_0.png,Week4_27521,G07
374,Dmso0.0,Dmso,Inactive,Week4_27521/Inactive/Dmso/FL_Week4_27521_B02_0.png,Week4_27521,B02
375,Tunicamycin1.5,Tunicamycin,Inactive,Week4_27521/Inactive/Tunicamycin/FL_Week4_27521_E06_0.png,Week4_27521,E06
376,Indirubinmonoxime0.3,Indirubinmonoxime,Inactive,Week4_27521/Inactive/Indirubinmonoxime/FL_Week4_27521_F06_0.png,Week4_27521,F06
377,Indirubinmonoxime0.003,Indirubinmonoxime,Inactive,Week4_27521/Inactive/Indirubinmonoxime/FL_Week4_27521_F10_0.png,Week4_27521,F10
378,5fluorouracil3.0,5fluorouracil,Inactive,Week4_27521/Inactive/5fluorouracil/FL_Week4_27521_G04_0.png,Week4_27521,G04
379,Olomoucine0.3,Olomoucine,Inactive,Week4_27521/Inactive/Olomoucine/FL_Week4_27521_D06_0.png,Week4_27521,D06
380,Anisomycin0.003,Anisomycin,Inactive,Week4_27521/Inactive/Anisomycin/FL_Week4_27521_B10_0.png,Week4_27521,B10
381,Taxol0.3,Taxol,MT,Week4_27521/MT/Taxol/FL_Week4_27521_F02_0.png,Week4_27521,F02
382,Ag14780.01,Ag1478,Inactive,Week4_27521/Inactive/Ag1478/FL_Week4_27521_C09_0.png,Week4_27521,C09
383,Ag14780.3,Ag1478,Inactive,Week4_27521/Inactive/Ag1478/FL_Week4_27521_C06_0.png,Week4_27521,C06
384,Taxol0.3,Taxol,MT,Week4_27521/MT/Taxol/FL_Week4_27521_E02_0.png,Week4_27521,E02
385,5fluorouracil0.003,5fluorouracil,Inactive,Week4_27521/Inactive/5fluorouracil/FL_Week4_27521_G10_0.png,Week4_27521,G10
386,Tunicamycin5.0,Tunicamycin,ER,Week4_27521/ER/Tunicamycin/FL_Week4_27521_E05_0.png,Week4_27521,E05
387,Anisomycin10.0,Anisomycin,Proteinsynthesis,Week4_27521/Proteinsynthesis/Anisomycin/FL_Week4_27521_B03_0.png,Week4_27521,B03
388,Tunicamycin0.05,Tunicamycin,Inactive,Week4_27521/Inactive/Tunicamycin/FL_Week4_27521_E09_0.png,Week4_27521,E09
389,Taxol0.3,Taxol,MT,Week4_27521/MT/Taxol/FL_Week4_27521_C11_0.png,Week4_27521,C11
390,Dmso0.0,Dmso,Inactive,Week4_27521/Inactive/Dmso/FL_Week4_27521_D02_0.png,Week4_27521,D02
391,Dmso0.0,Dmso,Inactive,Week4_27521/Inactive/Dmso/FL_Week4_27521_C02_0.png,Week4_27521,C02
392,Dmso0.0,Dmso,Inactive,Week2_24381/Inactive/Dmso/FL_Week2_24381_E11_0.png,Week2_24381,E11
393,BFA0.03,BFA,Inactive,Week2_24381/Inactive/BFA/FL_Week2_24381_G08_0.png,Week2_24381,G08
394,Azb0.3,Azb,Inactive,Week2_24381/Inactive/Azb/FL_Week2_24381_F07_0.png,Week2_24381,F07
395,Azb0.1,Azb,Inactive,Week2_24381/Inactive/Azb/FL_Week2_24381_F08_0.png,Week2_24381,F08
396,Herbimycina0.03,Herbimycina,Inactive,Week2_24381/Inactive/Herbimycina/FL_Week2_24381_E08_0.png,Week2_24381,E08
397,Azb3.0,Azb,Inactive,Week2_24381/Inactive/Azb/FL_Week2_24381_F05_0.png,Week2_24381,F05
398,Taxol0.3,Taxol,MT,Week2_24381/MT/Taxol/FL_Week2_24381_D11_0.png,Week2_24381,D11
399,Jasplakinolide0.03,Jasplakinolide,Actin,Week2_24381/Actin/Jasplakinolide/FL_Week2_24381_B06_0.png,Week2_24381,B06
400,Roscovitine1.0,Roscovitine,Inactive,Week2_24381/Inactive/Roscovitine/FL_Week2_24381_D05_0.png,Week2_24381,D05
401,BFA10.0,BFA,ER,Week2_24381/ER/BFA/FL_Week2_24381_G03_0.png,Week2_24381,G03
402,Herbimycina0.1,Herbimycina,Inactive,Week2_24381/Inactive/Herbimycina/FL_Week2_24381_E07_0.png,Week2_24381,E07
403,Mg1321.0,Mg132,Proteasome,Week2_24381/Proteasome/Mg132/FL_Week2_24381_C07_0.png,Week2_24381,C07
404,Mg13210.0,Mg132,Proteasome,Week2_24381/Proteasome/Mg132/FL_Week2_24381_C05_0.png,Week2_24381,C05
405,Roscovitine0.1,Roscovitine,Inactive,Week2_24381/Inactive/Roscovitine/FL_Week2_24381_D07_0.png,Week2_24381,D07
406,Jasplakinolide0.003,Jasplakinolide,Inactive,Week2_24381/Inactive/Jasplakinolide/FL_Week2_24381_B08_0.png,Week2_24381,B08
407,Herbimycina3.0,Herbimycina,Unknown,Week2_24381/Unknown/Herbimycina/FL_Week2_24381_E04_0.png,Week2_24381,E04
408,BFA0.3,BFA,ER,Week2_24381/ER/BFA/FL_Week2_24381_G06_0.png,Week2_24381,G06
409,Herbimycina0.003,Herbimycina,Inactive,Week2_24381/Inactive/Herbimycina/FL_Week2_24381_E10_0.png,Week2_24381,E10
410,Jasplakinolide0.01,Jasplakinolide,Inactive,Week2_24381/Inactive/Jasplakinolide/FL_Week2_24381_B07_0.png,Week2_24381,B07
411,Mg132100.0,Mg132,Proteasome,Week2_24381/Proteasome/Mg132/FL_Week2_24381_C03_0.png,Week2_24381,C03
412,Roscovitine10.0,Roscovitine,Kinase,Week2_24381/Kinase/Roscovitine/FL_Week2_24381_D03_0.png,Week2_24381,D03
413,Roscovitine0.01,Roscovitine,Inactive,Week2_24381/Inactive/Roscovitine/FL_Week2_24381_D09_0.png,Week2_24381,D09
414,Azb10.0,Azb,Unknown,Week2_24381/Unknown/Azb/FL_Week2_24381_F04_0.png,Week2_24381,F04
415,Roscovitine3.0,Roscovitine,Inactive,Week2_24381/Inactive/Roscovitine/FL_Week2_24381_D04_0.png,Week2_24381,D04
